Program,Participant_ID,Area_SqFt,Water_Saved_AF,Rebate_Amount
Turf_Removal,Turf_Removal_0001,997.4558194394967,0.07381173063852275,0
Turf_Removal,Turf_Removal_0002,954.7112048329219,0.07064862915763621,0
Turf_Removal,Turf_Removal_0003,1147.2445686517603,0.08489609808023026,0
Turf_Removal,Turf_Removal_0004,837.0948355933674,0.06194501783390918,0
Turf_Removal,Turf_Removal_0005,1059.2582891882664,0.0783851133999317,0
Turf_Removal,Turf_Removal_0006,1366.79693142161,0.10114297292519914,0
Turf_Removal,Turf_Removal_0007,1011.9717474165385,0.07488590930882384,0
Turf_Removal,Turf_Removal_0008,1151.6802244424243,0.08522433660873939,0
Turf_Removal,Turf_Removal_0009,1094.1111519985395,0.08096422524789192,0
Turf_Removal,Turf_Removal_0010,1168.1732016952628,0.08644481692544945,0
Turf_Removal,Turf_Removal_0011,1056.0632251939212,0.07814867866435017,0
Turf_Removal,Turf_Removal_0012,1025.9586632044943,0.07592094107713257,0
Turf_Removal,Turf_Removal_0013,1336.0062220724872,0.09886446043336404,0
Turf_Removal,Turf_Removal_0014,1058.7234100234375,0.07834553234173437,0
Turf_Removal,Turf_Removal_0015,769.7353812340355,0.05696041821131862,0
Turf_Removal,Turf_Removal_0016,1501.913899673912,0.11114162857586948,0
Turf_Removal,Turf_Removal_0017,1230.3893218252342,0.09104880981506733,0
Turf_Removal,Turf_Removal_0018,1459.2692434246542,0.1079859240134244,0
Turf_Removal,Turf_Removal_0019,1325.1767733690483,0.09806308122930957,0
Turf_Removal,Turf_Removal_0020,492.27573338029845,0.03642840427014208,0
Turf_Removal,Turf_Removal_0021,759.6499461850221,0.05621409601769164,0
Turf_Removal,Turf_Removal_0022,1133.1057853657396,0.08384982811706473,0
Turf_Removal,Turf_Removal_0023,698.1701255805124,0.05166458929295791,0
Turf_Removal,Turf_Removal_0024,1333.8860530922516,0.09870756792882661,0
Turf_Removal,Turf_Removal_0025,387.4753203214357,0.028673173703786237,0
Turf_Removal,Turf_Removal_0026,1406.2038416223406,0.1040590842800532,0
Turf_Removal,Turf_Removal_0027,580.9836642288279,0.042992791152933266,0
Turf_Removal,Turf_Removal_0028,944.9609370001725,0.06992710933801276,0
Turf_Removal,Turf_Removal_0029,1292.6238521181156,0.09565416505674054,0
Turf_Removal,Turf_Removal_0030,572.2354062838627,0.04234542006500584,0
Turf_Removal,Turf_Removal_0031,683.066729077177,0.0505469379517111,0
Turf_Removal,Turf_Removal_0032,1138.7386244157854,0.08426665820676811,0
Turf_Removal,Turf_Removal_0033,1212.7024336541306,0.08973998009040565,0
Turf_Removal,Turf_Removal_0034,940.6445460093993,0.06960769640469554,0
Turf_Removal,Turf_Removal_0035,1027.8215805785749,0.07605879696281453,0
Turf_Removal,Turf_Removal_0036,914.6837156318808,0.06768659495675917,0
Turf_Removal,Turf_Removal_0037,750.5554506720409,0.05554110334973102,0
Turf_Removal,Turf_Removal_0038,1365.3837373448584,0.10103839656351953,0
Turf_Removal,Turf_Removal_0039,1208.4460533289548,0.08942500794634266,0
Turf_Removal,Turf_Removal_0040,821.1645636140847,0.06076617770744227,0
Turf_Removal,Turf_Removal_0041,1164.3341063851897,0.08616072387250404,0
Turf_Removal,Turf_Removal_0042,986.7209132544136,0.0730173475808266,0
Turf_Removal,Turf_Removal_0043,1112.5878425394303,0.08233150034791784,0
Turf_Removal,Turf_Removal_0044,1082.6964968283535,0.08011954076529815,0
Turf_Removal,Turf_Removal_0045,1356.9333510552397,0.10041306797808773,0
Turf_Removal,Turf_Removal_0046,759.1202247961928,0.056174896634918266,0
Turf_Removal,Turf_Removal_0047,1009.3323497484041,0.0746905938813819,0
Turf_Removal,Turf_Removal_0048,748.5399089113176,0.0553919532594375,0
Turf_Removal,Turf_Removal_0049,1506.8617414249509,0.11150776886544636,0
Turf_Removal,Turf_Removal_0050,962.2986110234027,0.0712100972157318,0
Turf_Removal,Turf_Removal_0051,1469.849522632272,0.10876886467478812,0
Turf_Removal,Turf_Removal_0052,1107.8737707685586,0.08198265903687334,0
Turf_Removal,Turf_Removal_0053,1253.6901325978085,0.09277306981223783,0
Turf_Removal,Turf_Removal_0054,1171.9567078478794,0.08672479638074307,0
Turf_Removal,Turf_Removal_0055,1416.8196078071132,0.10484465097772637,0
Turf_Removal,Turf_Removal_0056,1259.1734434309353,0.09317883481388921,0
Turf_Removal,Turf_Removal_0057,1138.254366600848,0.08423082312846275,0
Turf_Removal,Turf_Removal_0058,1289.0998934978381,0.09539339211884001,0
Turf_Removal,Turf_Removal_0059,1144.9580284274218,0.08472689410362921,0
Turf_Removal,Turf_Removal_0060,994.4123080713953,0.07358651079728325,0
Turf_Removal,Turf_Removal_0061,684.9756039208914,0.05068819469014597,0
Turf_Removal,Turf_Removal_0062,1116.1054495738167,0.08259180326846244,0
Turf_Removal,Turf_Removal_0063,1004.7600517632068,0.0743522438304773,0
Turf_Removal,Turf_Removal_0064,1039.8964816153223,0.07695233963953385,0
Turf_Removal,Turf_Removal_0065,794.5635377942235,0.05879770179677254,0
Turf_Removal,Turf_Removal_0066,546.0858414300149,0.0404103522658211,0
Turf_Removal,Turf_Removal_0067,1189.7286199414034,0.08803991787566384,0
Turf_Removal,Turf_Removal_0068,961.2255529899869,0.07113069092125902,0
Turf_Removal,Turf_Removal_0069,821.0262542459195,0.06075594281419804,0
Turf_Removal,Turf_Removal_0070,1079.9283145478657,0.07991469527654206,0
Turf_Removal,Turf_Removal_0071,1452.343666021055,0.10747343128555807,0
Turf_Removal,Turf_Removal_0072,1234.5854811046963,0.09135932560174752,0
Turf_Removal,Turf_Removal_0073,1140.2972202137507,0.08438199429581755,0
Turf_Removal,Turf_Removal_0074,561.902962244893,0.04158081920612208,0
Turf_Removal,Turf_Removal_0075,1297.9483605077778,0.09604817867757555,0
Turf_Removal,Turf_Removal_0076,862.0484465515926,0.06379158504481786,0
Turf_Removal,Turf_Removal_0077,1371.9299348429254,0.10152281517837647,0
Turf_Removal,Turf_Removal_0078,1047.4689336450654,0.07751270108973483,0
Turf_Removal,Turf_Removal_0079,1024.2166837212258,0.0757920345953707,0
Turf_Removal,Turf_Removal_0080,1059.6279444982385,0.07841246789286965,0
Turf_Removal,Turf_Removal_0081,1504.377608212799,0.11132394300774712,0
Turf_Removal,Turf_Removal_0082,837.4161417141047,0.061968794486843747,0
Turf_Removal,Turf_Removal_0083,1176.5248980683325,0.0870628424570566,0
Turf_Removal,Turf_Removal_0084,1152.666506060152,0.08529732144845124,0
Turf_Removal,Turf_Removal_0085,1078.0223060129854,0.07977365064496092,0
Turf_Removal,Turf_Removal_0086,1098.8094996773025,0.08131190297612038,0
Turf_Removal,Turf_Removal_0087,1331.869398394748,0.09855833548121135,0
Turf_Removal,Turf_Removal_0088,979.0565486929295,0.07245018460327678,0
Turf_Removal,Turf_Removal_0089,1210.081780859859,0.08954605178362957,0
Turf_Removal,Turf_Removal_0090,910.5578494291393,0.06738128085775631,0
Turf_Removal,Turf_Removal_0091,790.8104519266379,0.058519973442571205,0
Turf_Removal,Turf_Removal_0092,1547.604882560207,0.11452276130945531,0
Turf_Removal,Turf_Removal_0093,1125.9882992309122,0.0833231341430875,0
Turf_Removal,Turf_Removal_0094,1239.0373463862918,0.09168876363258559,0
Turf_Removal,Turf_Removal_0095,1376.3370467602635,0.1018489414602595,0
Turf_Removal,Turf_Removal_0096,470.9297560959354,0.03484880195109922,0
Turf_Removal,Turf_Removal_0097,1100.2867457636858,0.08142121918651274,0
Turf_Removal,Turf_Removal_0098,1129.5844618195808,0.08358925017464898,0
Turf_Removal,Turf_Removal_0099,694.0353928390516,0.05135861907008982,0
Turf_Removal,Turf_Removal_0100,575.1590398327985,0.04256176894762709,0
Turf_Removal,Turf_Removal_0101,948.2707269717273,0.07017203379590782,0
Turf_Removal,Turf_Removal_0102,982.8007034670437,0.07272725205656123,0
Turf_Removal,Turf_Removal_0103,776.679108363027,0.057474254018863996,0
Turf_Removal,Turf_Removal_0104,903.0121173806596,0.06682289668616881,0
Turf_Removal,Turf_Removal_0105,1201.5541305839586,0.08891500566321293,0
Turf_Removal,Turf_Removal_0106,717.2768606594149,0.053078487688796694,0
Turf_Removal,Turf_Removal_0107,531.4244154941758,0.03932540674656901,0
Turf_Removal,Turf_Removal_0108,955.0276726214757,0.07067204777398921,0
Turf_Removal,Turf_Removal_0109,1138.254000746644,0.08423079605525165,0
Turf_Removal,Turf_Removal_0110,1337.967042961819,0.0990095611791746,0
Turf_Removal,Turf_Removal_0111,1344.6903102885951,0.09950708296135603,0
Turf_Removal,Turf_Removal_0112,1645.2211112698067,0.12174636223396569,0
Turf_Removal,Turf_Removal_0113,823.7425125085513,0.06095694592563279,0
Turf_Removal,Turf_Removal_0114,940.6646432099636,0.0696091835975373,0
Turf_Removal,Turf_Removal_0115,879.056882400742,0.0650502092976549,0
Turf_Removal,Turf_Removal_0116,378.6456707617377,0.028019779636368588,0
Turf_Removal,Turf_Removal_0117,929.2112723053044,0.06876163415059253,0
Turf_Removal,Turf_Removal_0118,881.2300504298639,0.06521102373180993,0
Turf_Removal,Turf_Removal_0119,741.0207936221432,0.05483553872803859,0
Turf_Removal,Turf_Removal_0120,922.5031816499205,0.06826523544209412,0
Turf_Removal,Turf_Removal_0121,1098.369552991065,0.0812793469213388,0
Turf_Removal,Turf_Removal_0122,1273.35305680537,0.09422812620359737,0
Turf_Removal,Turf_Removal_0123,1555.5142151294733,0.11510805191958103,0
Turf_Removal,Turf_Removal_0124,1302.9599119765974,0.0964190334862682,0
Turf_Removal,Turf_Removal_0125,1248.8121485157583,0.09241209899016611,0
Turf_Removal,Turf_Removal_0126,617.0698056794096,0.04566316562027631,0
Turf_Removal,Turf_Removal_0127,1003.2590630978468,0.07424117066924066,0
Turf_Removal,Turf_Removal_0128,1025.076572648238,0.0758556663759696,0
Turf_Removal,Turf_Removal_0129,783.6017326312867,0.05798652821471521,0
Turf_Removal,Turf_Removal_0130,1351.0786267243266,0.09997981837760016,0
Turf_Removal,Turf_Removal_0131,1237.0829651414813,0.09154413942046961,0
Turf_Removal,Turf_Removal_0132,842.4271607627426,0.062339609896442945,0
Turf_Removal,Turf_Removal_0133,1120.8226195830534,0.08294087384914595,0
Turf_Removal,Turf_Removal_0134,1130.256987296684,0.0836390170599546,0
Turf_Removal,Turf_Removal_0135,583.6038787046954,0.043186687024147456,0
Turf_Removal,Turf_Removal_0136,778.0744880641458,0.05757751211674679,0
Turf_Removal,Turf_Removal_0137,1083.4199185596642,0.08017307397341515,0
Turf_Removal,Turf_Removal_0138,372.01845689384214,0.027529365810144316,0
Turf_Removal,Turf_Removal_0139,1441.1626930652085,0.10664603928682542,0
Turf_Removal,Turf_Removal_0140,917.2526474027634,0.06787669590780449,0
Turf_Removal,Turf_Removal_0141,1323.9650027692592,0.09797341020492517,0
Turf_Removal,Turf_Removal_0142,1194.2923040541937,0.08837763050001032,0
Turf_Removal,Turf_Removal_0143,1259.2980251721906,0.09318805386274209,0
Turf_Removal,Turf_Removal_0144,1720.9580199281102,0.12735089347468015,0
Turf_Removal,Turf_Removal_0145,542.9454129480504,0.04017796055815573,0
Turf_Removal,Turf_Removal_0146,341.6345865498357,0.02528095940468784,0
Turf_Removal,Turf_Removal_0147,1057.5679432912498,0.07826002780355248,0
Turf_Removal,Turf_Removal_0148,1214.4240710281133,0.08986738125608038,0
Turf_Removal,Turf_Removal_0149,963.4710894919167,0.07129686062240183,0
Turf_Removal,Turf_Removal_0150,1346.0258416432202,0.09960591228159829,0
Turf_Removal,Turf_Removal_0151,1118.2319672325264,0.08274916557520695,0
Turf_Removal,Turf_Removal_0152,852.1048086992254,0.06305575584374268,0
Turf_Removal,Turf_Removal_0153,1060.135513069959,0.07845002796717696,0
Turf_Removal,Turf_Removal_0154,922.9142257606635,0.0682956527062891,0
Turf_Removal,Turf_Removal_0155,682.8731263744163,0.0505326113517068,0
Turf_Removal,Turf_Removal_0156,573.4238455256562,0.04243336456889856,0
Turf_Removal,Turf_Removal_0157,868.5672090820916,0.06427397347207478,0
Turf_Removal,Turf_Removal_0158,1247.5141127658985,0.09231604434467648,0
Turf_Removal,Turf_Removal_0159,987.61893171383,0.07308380094682342,0
Turf_Removal,Turf_Removal_0160,1295.2085120082636,0.0958454298886115,0
Turf_Removal,Turf_Removal_0161,1036.7746580447315,0.07672132469531012,0
Turf_Removal,Turf_Removal_0162,845.5351125420302,0.06256959832811024,0
Turf_Removal,Turf_Removal_0163,809.5248180056998,0.05990483653242178,0
Turf_Removal,Turf_Removal_0164,1443.2687977894057,0.10680189103641602,0
Turf_Removal,Turf_Removal_0165,750.6429928603458,0.05554758147166559,0
Turf_Removal,Turf_Removal_0166,905.9153140793849,0.06703773324187448,0
Turf_Removal,Turf_Removal_0167,827.6914039951904,0.06124916389564409,0
Turf_Removal,Turf_Removal_0168,1173.0807054005413,0.08680797219964005,0
Turf_Removal,Turf_Removal_0169,964.1774915894079,0.07134913437761618,0
Turf_Removal,Turf_Removal_0170,1039.1170006569191,0.07689465804861201,0
Turf_Removal,Turf_Removal_0171,764.0306943083976,0.05653827137882142,0
Turf_Removal,Turf_Removal_0172,1053.0686392237842,0.07792707930256003,0
Turf_Removal,Turf_Removal_0173,1066.9089948050482,0.07895126561557357,0
Turf_Removal,Turf_Removal_0174,1164.8329587373003,0.08619763894656021,0
Turf_Removal,Turf_Removal_0175,561.9584919483677,0.04158492840417921,0
Turf_Removal,Turf_Removal_0176,853.2510042967348,0.06314057431795837,0
Turf_Removal,Turf_Removal_0177,629.4425870436586,0.046578751441230734,0
Turf_Removal,Turf_Removal_0178,1232.187006692987,0.09118183849528104,0
Turf_Removal,Turf_Removal_0179,1321.5998506275362,0.09779838894643768,0
Turf_Removal,Turf_Removal_0180,1712.4367739352429,0.12672032127120797,0
Turf_Removal,Turf_Removal_0181,1116.258978041486,0.08260316437506995,0
Turf_Removal,Turf_Removal_0182,817.2997959095528,0.0604801848973069,0
Turf_Removal,Turf_Removal_0183,845.7762638571375,0.06258744352542817,0
Turf_Removal,Turf_Removal_0184,967.9352120997013,0.0716272056953779,0
Turf_Removal,Turf_Removal_0185,1130.640700685359,0.08366741185071656,0
Turf_Removal,Turf_Removal_0186,769.5564178876394,0.05694717492368532,0
Turf_Removal,Turf_Removal_0187,1246.1021359568929,0.09221155806081006,0
Turf_Removal,Turf_Removal_0188,1293.3453707057656,0.09570755743222666,0
Turf_Removal,Turf_Removal_0189,1228.1800744541333,0.09088532550960586,0
Turf_Removal,Turf_Removal_0190,825.5857719211028,0.061093347122161606,0
Turf_Removal,Turf_Removal_0191,1307.996259534588,0.09679172320555951,0
Turf_Removal,Turf_Removal_0192,1825.8609752739385,0.13511371217027143,0
Turf_Removal,Turf_Removal_0193,1148.7558032670738,0.08500792944176346,0
Turf_Removal,Turf_Removal_0194,897.1370859778162,0.0663881443623584,0
Turf_Removal,Turf_Removal_0195,801.038430229169,0.0592768438369585,0
Turf_Removal,Turf_Removal_0196,957.4788981746491,0.07085343846492403,0
Turf_Removal,Turf_Removal_0197,1035.0497915922638,0.07659368457782752,0
